player_id,player_name,team_id,team_name,position,href,source_files
1433600,Arda Ünyay,8637,Galatasaray,Defender,https://www.fotmob.com/en-GB/players/1433600/arda-unyay,Galatasaray_Squad.json
1327150,Arijon Ibrahimovic,9823,Bayern Munich,Midfielder,https://www.fotmob.com/en-GB/players/1327150/arijon-ibrahimovic,Bayern_Munich_Squad.json
1901084,Armando Güner,8637,Galatasaray,Forward,https://www.fotmob.com/en-GB/players/1901084/armando-guner,Galatasaray_Squad.json
794244,Armando Obispo,8640,PSV Eindhoven,Defender,https://www.fotmob.com/en-GB/players/794244/armando-obispo,PSV_Eindhoven_Squad.json
90009825,Arsenal Keepers,9825,Arsenal,Goalkeeper,https://www.fotmob.com/en-GB/teams/9825/squad/arsenal,Arsenal_Squad.json
1510970,Art Smakaj,9977,LASK,Midfielder,https://www.fotmob.com/en-GB/players/1510970/art-smakaj,LASK_Squad.json
1116325,Artem Bondarenko,9728,Shakhtar Donetsk,Midfielder,https://www.fotmob.com/en-GB/players/1116325/artem-bondarenko,Shakhtar_Donetsk_Squad.json
1387389,Arthur Vermeeren,178475,RB Leipzig,Midfielder,https://www.fotmob.com/en-GB/players/1387389/arthur-vermeeren,RB_Leipzig_Squad.json
1201843,Artur Gajdos,6019,Slovan Bratislava,Midfielder,https://www.fotmob.com/en-GB/players/1201843/artur-gajdos,Slovan_Bratislava_Squad.json
1486541,Assan Ouédraogo,178475,RB Leipzig,Midfielder,https://www.fotmob.com/en-GB/players/1486541/assan-ouedraogo,RB_Leipzig_Squad.json
1434889,Assane Diao,10171,Como,Forward,https://www.fotmob.com/en-GB/players/1434889/assane-diao,Como_Squad.json
90010252,Aston Villa Keepers,10252,Aston Villa,Goalkeeper,https://www.fotmob.com/en-GB/teams/10252/squad/aston-villa,Aston_Villa_Squad.json
684983,Atakan Karazor,10269,VfB Stuttgart,Midfielder,https://www.fotmob.com/en-GB/players/684983/atakan-karazor,VfB_Stuttgart_Squad.json
90009906,Atletico Madrid Keepers,9906,Atletico Madrid,Goalkeeper,https://www.fotmob.com/en-GB/teams/9906/squad/atletico-madrid,Atletico_Madrid_Squad.json
954167,August Mikkelsen,8402,Bodo/Glimt,Forward,https://www.fotmob.com/en-GB/players/954167/august-mikkelsen,Bodo_Glimt_Squad.json
914458,Aurélien Tchouaméni,8633,Real Madrid,Midfielder,https://www.fotmob.com/en-GB/players/914458/aurelien-tchouameni,Real_Madrid_Squad.json
942393,Ayase Ueda,10235,Feyenoord,Forward,https://www.fotmob.com/en-GB/players/942393/ayase-ueda,Feyenoord_Squad.json
1559639,Ayden Heaven,10260,Manchester United,Defender,https://www.fotmob.com/en-GB/players/1559639/ayden-heaven,Manchester_United_Squad.json
1615528,Ayodele Thomas,178475,RB Leipzig,Forward,https://www.fotmob.com/en-GB/players/1615528/ayodele-thomas,RB_Leipzig_Squad.json
479020,Ayoze Pérez,10205,Villarreal,Forward,https://www.fotmob.com/en-GB/players/479020/ayoze-perez,Villarreal_Squad.json
1561552,Ayyoub Bouaddi,8456,Manchester City,Midfielder,https://www.fotmob.com/en-GB/players/1561552/ayyoub-bouaddi,Manchester_City_Squad.json
1388070,Badredine Bouanani,10269,VfB Stuttgart,Forward,https://www.fotmob.com/en-GB/players/1388070/badredine-bouanani,VfB_Stuttgart_Squad.json
1798782,Bara Ndiaye,9823,Bayern Munich,Midfielder,https://www.fotmob.com/en-GB/players/1798782/bara-ndiaye,Bayern_Munich_Squad.json
